광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
쏘팔메토 미백순수 22%_60,2021-08-27,60,화장품및보건용품,가정용화장품,가정용기초화장품,미입력,미입력,미입력
우리집 보험주치의(물걸레)_120,2021-08-27,120,가정용전기전자,가사용전기전자,가사용전기전자기타,미입력,미입력,미입력
우리집 보험주치의(물걸레)_60,2021-08-27,60,가정용전기전자,가사용전기전자,가사용전기전자기타,미입력,미입력,미입력
코리아보드게임즈_루빅스_15,2021-08-27,15,가정용품,완구류,일반완구,(주)코리아보드게임즈,(주)디에이치컴,디에이치컴
금성침대 : 안착하다편_30,2021-08-27,30,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔
페브리즈 항균플러스 : 3-in-1 솔루션편_15,2021-08-27,15,가정용품,방취및방균제,방취및방향제,한국피앤지판매 유한회사,그레이월드와이드코리아,"뮤지엄컨텐츠, 착(CHAC)"
엘지 프라엘 메디헤어 : 탈모치료편A_15,2021-08-27,15,제약및의료,의료기기,의료기기제품종합,엘지전자(주),디렉터스컴퍼니,시대의시선
세종 하늘채 펜트라움_30,2021-08-27,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산제품종합",더파트너스(주),비스컴(주),스텀프월드
말많은 똘똘이_20,2021-08-27,20,가정용품,완구류,작동완구,(주)미미월드,(주)와우매니지먼트그룹,렉스프로덕션
가히 : 복세편살 + 기미에 바로 밤 차편_30,2021-08-27,30,화장품및보건용품,여성기초화장품,여성일반기초화장품,가히,미입력,오렌지클락프로덕션
락토핏 : 내몸에 핏 락토핏편_15,2021-08-27,15,식품,건강식품,건강보조식품,종근당건강(주),(주)벨커뮤니케이션즈,(주)원더브랜드
오스템 임플란트 : 세계에서 가장 사랑받는 임플란트편_15,2021-08-27,15,가정용전기전자,가사용전기전자,가사용전기전자기타,오스템,제일기획,미입력
자생녹 : 홍잠언의 에너지편_15,2021-08-27,15,식품,식품기타,식품기타,주식회사 자생바이오,(주)디디비코리아,이본부
캐스퍼 : 프리런칭1_15,2021-08-27,15,수송기기,승용자동차,경승용차,현대자동차(주),(주)이노션,(주)어셈블인
똘똘이 셰프냉장고_20,2021-08-27,20,가정용품,완구류,일반완구,(주)미미월드,(주)와우매니지먼트그룹,렉스프로덕션
링티 : 추석 선물 페스티벌_15,2021-08-27,15,가정용전기전자,가사용전기전자,가사용전기전자기타,링거워터,미입력,미입력
임금님표 이천 : 맛있는 상상을 맛보다편,2021-08-27,15,그룹및기업광고,기타광고,기타기업제품종합,사단법인 임금님표이천브랜드관리본부,한국언론진흥재단,(주)밀크팩토리
파코웨어_애니블록 : 헬로카봇퍼즐히어로_15,2021-08-27,15,가정용품,완구류,"조립,모형완구",주식회사 파코웨어,(주)애플애드벤처,(주)애플애드벤처
케이티_갤럭시Z 폴드 : 플립_30,2021-08-27,30,컴퓨터및정보통신,통신망,이동통신,KT갤럭시Z 폴드3-플립3,(주)제일기획,제일기획
틱톡 : 그냥 너답게 즐기는거야편_15,2021-08-26,15,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,바이트댄스(주),주식회사 온보드그룹,앨리스퀘어
틱톡 : 그냥 너답게 즐기는거야편_30,2021-08-26,30,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,바이트댄스(주),주식회사 온보드그룹,앨리스퀘어
에이스침대 : 좋은 잠이 쌓인다 좋은 나를 만든다_좋은 잠부터편_15,2021-08-26,15,가정용품,가구류,침대,(주)에이스침대,(주)오리콤,매터스인류크
씨제이 올리브영: 세상 모든 루틴_30,2021-08-26,30,유통,유통기타,유통기업PR,씨제이올리브영(주),메이트 커뮤니케이션즈,"슈퍼마켓크리에이티브, 매스메스에이지"
바디프렌드 : 비 더 레전드 손흥민+페이커_30,2021-08-26,30,가정용품,가정용품기타,가정용품기타,주식회사 바디프랜드,(주)프랜드미디어,(주)바디프랜드
초이락_메카드볼_20,2021-08-26,20,가정용품,완구류,완구류제품종합,(주)초이락컨텐츠컴퍼니,메가존(주),사이다
BTS정국 생일 축하광고_15,2021-08-26,15,서비스,서비스기타,서비스기타,국가대표 광고,(주)국가대표,(주)국가대표
웰컴저축은행 : 차유람_15,2021-08-26,15,그룹및기업광고,그룹광고,그룹기타,웰컴저축은행 주식회사,TBWA KOREA,오스카스튜디오
씨제이 올리브영 : 세상 모든 루틴_오늘드림편_15,2021-08-26,15,유통,유통기타,유통기업PR,씨제이올리브영(주),메이트 커뮤니케이션즈,"슈퍼마켓크리에이티브, 매스메스에이지"
테라플루 나이트타임_효과 빠른 감기약,2021-08-26,15,제약및의료,감기약,종합감기약,(주)글락소스미스클라인컨슈머헬스케어코리아,휘닉스커뮤니케이션즈,(주)원더보이즈 필름
LG유플러스_갤럭시 Z 플립3 : ‘갤 맞춤 패키지’로 Zㅔ대로 펼쳐봐,2021-08-26,15,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름
LG 프라엘 메디헤어 : 탈모치료를 원한다면편,2021-08-26,15,제약및의료,의료기기,의료기기제품종합,엘지전자(주),(주)에이치에스애드,디렉터스컴퍼니
세사리빙_Change Your Morning 제이드,2021-08-26,15,가정용품,가정용품기타,가정용품기타,(주)웰크론,(주)브랜드센세이션,버닝맨필름
삼성 갤럭시 Z 플립3_BTS_C-1,2021-08-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
생명나눔공익광고,2021-08-26,30,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)애드맥스,보건복지부
삼성 갤럭시 Z 플립3_BTS_C,2021-08-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
삼성 갤럭시 Z 플립3_BTS_A-1,2021-08-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
LG유플러스_갤럭시 Z 폴드3 : ‘갤 맞춤 패키지’로 Zㅔ대로 펼쳐봐,2021-08-26,15,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름
웰컴저축은행_차유람,2021-08-26,30,그룹및기업광고,그룹광고,그룹기타,웰컴저축은행 주식회사,TBWA KOREA,오스카스튜디오
에이스침대_좋은 잠이 쌓인다 좋은 나를 만든다,2021-08-26,30,가정용품,가구류,침대,(주)에이스침대,(주)오리콤,매터스인류크
실제같은 아기인형 베렝구어,2021-08-26,20,가정용품,완구류,일반완구,(주)맘러브스유,(주)파인애드컴,(주)파인애드컴
세라젬 V6_오늘도 젬있는 가족생활_게임,2021-08-26,15,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,"오스카스튜디오, 그리고 꿈꾸다"
CJ 올리브영_세상 모든 루틴,2021-08-26,15,유통,유통기타,유통기타,씨제이올리브영(주),그룹엠코리아 주식회사,메이트 커뮤니케이션즈
누리아이,2021-08-26,30,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)연합뉴스티브이,(주)연합뉴스티브이,미입력
제일가구프라자_가을경품대잔치,2021-08-26,20,가정용품,가구류,가구류기타,예지장.원목가구,주식회사 제이엔프로,(주)제이엔프로
넥센타이어 넥스트레벨GO_NEXT LEVEL RENTAL 있지_한가위 이벤트,2021-08-26,30,수송기기,수송기기부품및용품,수송기기부품및용품기타,넥센타이어(주),크리에이티브리퍼블릭,서울밤 픽처스
CJ 올리브영_세상 모든 루틴 : 920만 리뷰_세일,2021-08-26,15,유통,유통기타,유통기타,씨제이올리브영(주),메이트 커뮤니케이션즈,"슈퍼마켓크리에이티브, 매스메스에이지"
2021 금산 인삼 울산박람회,2021-08-26,20,서비스,서비스기타,서비스기타,더마이스주식회사,주식회사 제이엔프로,(주)제이엔프로
삼성 갤럭시 Z 플립3_BTS,2021-08-26,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,러브앤드머니
세라젬 V6_오늘도 젬있는 가족생활_게임,2021-08-26,30,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,"오스카스튜디오, 그리고 꿈꾸다"
LG 프라엘 메디헤어,2021-08-26,15,제약및의료,의료기기,의료기기제품종합,엘지전자(주),(주)에이치에스애드,디렉터스컴퍼니
애터미 헤모힘 : 오직 면역을 위해,2021-08-26,15,식품,건강식품,건강식품기타,애터미 주식회사,TBWA KOREA(주),플랜잇
하이모_앞서간다압도한다,2021-08-26,15,화장품및보건용품,화장도구,가발류,(주)하이모,(주)제일기획,제일기획
여수 펫메모리얼파크,2021-08-26,20,서비스,전문서비스,전문서비스기타,(주)나라애드,(주)나라미디어,나라애드(AD)
넥센타이어 넥스트레벨GO_NEXT LEVEL RENTAL 없지_한가위 이벤트,2021-08-26,30,수송기기,수송기기부품및용품,수송기기부품및용품기타,넥센타이어(주),크리에이티브리퍼블릭,서울밤 픽처스
와인공화국,2021-08-26,20,서비스,서비스기타,서비스기타,에스아이(SI)커뮤니케이션,(주)시크릿아일랜드,(주)시크릿아일랜드
넷플릭스_오징어게임,2021-08-26,15,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
삼성화재_태평삼대 플러스,2021-08-26,120,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)연합뉴스티브이,(주)연합뉴스티브이,미입력
삼성제약_삼성쏘팔메토,2021-08-26,120,가정용전기전자,가사용전기전자,가사용전기전자기타,삼성제약,(주)연합뉴스티브이,미입력
LG유플러스_갤럭시 Z 플립3 : ‘갤 맞춤 패키지’로 Zㅔ대로 펼쳐봐,2021-08-26,30,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름
2021전주세계소리축제,2021-08-26,20,서비스,문화및공연,지역 및 문화축제,(사)전주세계소리축제조직위,(주)필애드,필애드
하이모_앞서간다압도한다,2021-08-26,30,화장품및보건용품,화장도구,가발류,(주)하이모,(주)제일기획,제일기획
침향연,2021-08-26,30,식품,식품기타,식품기타,디멘션써티,주식회사혜윰,(주)필름뉴웨이브
대전보건대학교_HiT,2021-08-26,15,교육및복지후생,교육기관,대학대학원,대전보건대학교,주식회사 제이엔프로,(주)제이엔프로
정관장 : 추석편_30,2021-08-25,30,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,소년
넷마블_마블 퓨처 레볼루션 : 빌런편_15,2021-08-25,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
낙타표 천수 흙돌침대 대박세일_20,2021-08-25,20,유통,"소형,소매유통",가구대리점,(주)청호가구아울렛,(주)나라미디어,나라미디어
메리츠 올바른 암보험 : 암걱정엔편_15,2021-08-25,15,"금융,보험및증권",금융및보험,손해보험,메리츠화재해상보험주식회사,(주)알비더블유,주식회사 알비더블유
티에스마스크 : 내 몸의 공기청정기편_15,2021-08-25,15,화장품및보건용품,가정및보건용제지,가정및보건용제지제품종합,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
헤이딜러 : 시세조회편_15,2021-08-25,15,서비스,서비스기타,서비스기타,(주)피알앤디컴퍼니,(주)에스엠컬처앤콘텐츠 광고사업부문,"이월삼십일일, 티키타카"
테일러메이드_올 뉴 P790_15,2021-08-25,15,가정용품,"취미,레저용품",골프용품,(유)테일러메이드코리아,(주)이노션,이노션
남양사진관 : 세월편_20,2021-08-25,20,서비스,개인서비스,개인서비스기타,남양스튜디오,(주)경남미디어,(주)경남미디어
남양사진관_20,2021-08-25,20,서비스,개인서비스,개인서비스기타,남양스튜디오,(주)경남미디어,(주)경남미디어
2021나눔가구백화점(연말대축제)_20,2021-08-25,20,가정용품,가구류,가구류제품종합,아이씨유미디어,(주)필애드,드림라이크
정관장 : 추석편_75,2021-08-25,75,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,소년
말많은 똘똘이_15,2021-08-25,15,가정용품,완구류,작동완구,(주)미미월드,(주)와우매니지먼트그룹,렉스프로덕션
"잔카 : Go, Fishionable편_15",2021-08-25,15,패션,스포츠전문복,등산및낚시복,주식회사 지엔텍,(주)대홍기획,꾸욱꾸욱
티에스토파헤어리턴_8파장 두피케어편_15,2021-08-25,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
바디프렌드_레전드 페이커_30,2021-08-25,30,가정용품,가정용품기타,가정용품기타,주식회사 바디프랜드,(주)프랜드미디어,(주)바디프랜드
오로라월드_쥬라기캅스3 변신로봇_20,2021-08-25,20,가정용품,완구류,완구류제품종합,오로라월드(주),(주)파인애드컴,(주)영상네트워크
삼성전자_갤럭시 지 플립 글로벌 런칭_30,2021-08-25,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
민팃_당신의 중고폰 민팃 판매편_30,2021-08-25,15,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합,SK네트웍스(주),(주)제일기획,제일기획
"한양 수자인_밸런스, 오늘의 집이 되다편_15",2021-08-25,15,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",주식회사 한양,(주)디디비코리아,스페셜케미스트리
발효홍삼 발휘_그냥은 못 드립니다편_30,2021-08-25,15,음료및기호식품,비알콜음료,기능성건강음료,(주)에치와이,(주)이노션,베가
이케아_새삶스럽게_15,2021-08-25,15,가정용품,가구류,가구류제품종합,이케아코리아 유한회사,제일기획,로켓
남양사진관_20,2021-08-25,20,서비스,개인서비스,개인서비스기타,남양스튜디오,(주)경남미디어,(주)경남미디어
부여군청_10품 굿뜨래 농산물_20,2021-08-25,20,관공서및단체,관공서및단체기타,관공서및단체기타,부여군청,(주)하이브파트너스,(주)하이브파트너스
방탄소년단 정국 생일 축하광고_15,2021-08-25,15,서비스,서비스기타,서비스기타,국가대표 광고,(주)국가대표,(주)국가대표
닭장수 후라이드 화_브랜뉴 오리지널 닭장수 후라이드편_15,2021-08-25,15,식품,식품기타,식품제품종합,주식회사 주완푸드,직거래,갓챠 053
티에스트릴리온_티에스착한염색_15,2021-08-25,15,화장품및보건용품,모발 및 목욕용제,염모제,(주)TS트릴리온,(주)TS미디어,알유앤커뮤니케이션
민팃_당신의 중고폰 민팃 기부편_30,2021-08-25,30,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합,SK네트웍스(주),(주)제일기획,제일기획
정관장 천녹_`원칙의 길`편_30,2021-08-25,30,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,엘리먼트
정관장 천녹_`원칙의 길`편_15,2021-08-25,15,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,엘리먼트
그린피스_플라스틱으로부터 지구를 구해주세요편_60,2021-08-25,60,관공서및단체,단체,민간단체,그린피스,(주)미디어브로,(주)미디어브로
쿠첸 121_완벽한 밥이 되는 온도편_15,2021-08-25,15,가정용전기전자,주방용전기전자,전기밥솥,(주)쿠첸,(주)제일기획,제일기획
쿠첸 121_완벽한 밥이 되는 온도편_15,2021-08-25,15,가정용전기전자,주방용전기전자,전기밥솥,(주)쿠첸,(주)제일기획,제일기획
미미월드_말많은 똘똘이_20,2021-08-25,20,가정용품,완구류,작동완구,(주)미미월드,(주)와우매니지먼트그룹,렉스프로덕션
남양사진관_20,2021-08-25,20,서비스,개인서비스,개인서비스기타,남양스튜디오,(주)경남미디어,(주)경남미디어
넷플릭스_오징어게임 예고편_30,2021-08-25,30,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
"한양 수자인_밸런스, 오늘의 집이 되다편_30",2021-08-25,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",주식회사 한양,(주)디디비코리아,스페셜케미스트리
헤이딜러_경쟁입찰편_15,2021-08-25,15,서비스,서비스기타,서비스기타,(주)피알앤디컴퍼니,(주)에스엠컬처앤콘텐츠 광고사업부문,이월삼십일일
맑은 내일_통건강즙_15,2021-08-25,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,농업회사법인맑은내일주식회사,(주)브랜드센세이션,(주)브랜드센세이션
쿠첸 121_완벽한 밥이 되는 온도편_30,2021-08-25,30,가정용전기전자,주방용전기전자,전기밥솥,(주)쿠첸,(주)제일기획,제일기획
스팸 25% 라이트_추석선물세트편_15,2021-08-25,15,식품,축산품,햄및소시지,씨제이제일제당(주),TBWA KOREA(주),한컴
세라젬 V6 : 오늘도 젬있는 가족생활편_15,2021-08-24,15,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,"오스카스튜디오, 그리고 꿈꾸다"
쿠첸 121 : 완벽한 밥이 되는 온도편_30,2021-08-24,30,가정용전기전자,주방용전기전자,전기밥솥,(주)쿠첸,(주)제일기획,제일기획
마이크로킥보드 : 더 큰 즐거움을 향해_주행영상편_15,2021-08-24,15,수송기기,수송기기기타,수송기기기타,(주)지오인포테크 이노베이션,(주)오버맨,(주)오버맨
엘지 휘센 시스템에어컨 : 속부터 깨끗한 바람편_30,2021-08-24,30,가정용전기전자,냉방및공기청정기,냉방및공기청정기제품종합,엘지전자(주),(주)에이치에스애드,"앨리스퀘어, 러브앤드머니"
에몬스가구 서광주점,2021-08-24,20,가정용품,가구류,가구류제품종합,(주)에몬스가구서광주전시장,(주)우일기획,(주)우일기획
삼성 신혼가전_45,2021-08-24,45,가정용전기전자,가정용전기전자기타,가정용전기전자기타,(주)삼성전자,(주)제일기획,것(Gut)
에몬스가구 전주점 확장오픈세일,2021-08-24,20,그룹및기업광고,그룹광고,그룹PR,에몬스가구신전주점,(주)우일기획,(주)우일기획
제스프리 : 신나리셔스편,2021-08-24,15,식품,농산품,과실류원산,제스프리인터내셔날코리아(유),그룹엠코리아 주식회사,덴츠이노벡
춘천 커피도시 페스타_30,2021-08-24,30,관공서및단체,관공서및단체기타,관공서및단체기타,춘천시,미입력,미입력
삼화식품 : 추석 + 척척척 만능간장 혼밥편_30,2021-08-24,30,식품,조미향신료,장류,삼화식품공사,호키포키컴퍼니,루미너스서울
KB국민카드 KB Pay 챌린지카드 : Pay와 카드의 미친 케미_윤여정편_15,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,"빅인스퀘어, 티키타카"
함양산삼항노화엑스포_15,2021-08-24,15,서비스,문화및공연,지역 및 문화축제,재단법인 함양산삼항노화엑스포조직위원회,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨
휴테크 : 아지트편(네이버)_15,2021-08-24,15,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
삼화 선물세트 : 추석편_15,2021-08-24,15,식품,조미향신료,장류,삼화식품공사,호키포키컴퍼니,루미너스서울
휴테크 : 심해편(네이버)_15,2021-08-24,15,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,주식회사 휴테크산업,(주)이노션,이노션
광주 다우닝가구 입주고객 특별세일_20,2021-08-24,20,가정용품,가구류,가구류제품종합,다우닝가구광주점,(주)우일기획,(주)우일기획
BTS 전정국 생일 축하광고_15,2021-08-24,15,관공서및단체,단체,외국단체,LI HANFEL,(주)남일애드컴,케이블애드컴
KB국민카드 KB Pay 챌린지카드 : 프로모션편D_15,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,"빅인스퀘어, 티키타카"
"바이탈뷰티 : 마침내, 피부를 잘 아는 콜라겐. 슈퍼콜라겐 에센스편_15",2021-08-24,15,식품,건강식품,건강보조식품,(주)아모레퍼시픽,(주)비비디오코리아,서플러스 필름
삼화식품 : 추석 + 척척척 만능간장편_30,2021-08-24,30,식품,조미향신료,장류,삼화식품공사,호키포키컴퍼니,루미너스서울
KB국민카드 KB Pay 챌린지카드 : 프로모션편C_15,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,"빅인스퀘어, 티키타카"
"바이탈뷰티 : 송혜교의 스킨케어 루틴은? ""전, 마셔요!"" 슈퍼콜라겐 에센스편_30",2021-08-24,30,식품,건강식품,건강보조식품,(주)아모레퍼시픽,(주)비비디오코리아,서플러스 필름
KB국민카드 KB Pay 챌린지카드 : Pay와 카드의 미친 케미_박서준편_15,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,"빅인스퀘어, 티키타카"
세라젬 V6 : 오늘도 젬있는 가족생활편_30,2021-08-24,30,제약및의료,의료기기,의료기기기타,(주)세라젬,(주)대홍기획,"오스카스튜디오, 그리고 꿈꾸다"
테일러메이드 P·790_런칭,2021-08-24,15,가정용품,"취미,레저용품",골프용품,(유)테일러메이드코리아,(주)이노션월드와이드,탱고 크리에이티브
연경_A,2021-08-24,20,서비스,음식및숙박,대중음식점,연경,(주)클리오,(주)클리오
케이비 국민카드 케이비페이 챌린지카드_A,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,빅인스퀘어 티키타카
케이비 국민카드 케이비페이 챌린지카드_B,2021-08-24,15,"금융,보험및증권",금융및보험,신용카드,(주)KB국민카드,(주)오리콤,빅인스퀘어 티키타카
신영와코루_비너스 메모리쉬 : 편안함에 진심편_15,2021-08-24,15,패션,내의류,남녀기초의류,(주)신영와코루,(주)비비디오코리아,(주)비비디오코리아
신영와코루_비너스 메모리쉬 : 편안함에 진심편_15,2021-08-24,15,패션,내의류,남녀기초의류,(주)신영와코루,(주)비비디오코리아,(주)비비디오코리아
네이버_네이버앱 : 자격증편_15,2021-08-24,15,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,네이버 주식회사,(주)대홍기획,대홍기획
한국도박문제관리센터_도박중독 예방 공익광고_15,2021-08-24,15,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국도박문제관리센터,제이레퍼토리,로보트필름
동원에프앤비_동원 선물세트 : 감사의 마음을 전합니다편_15,2021-08-24,15,식품,식품기타,식품제품종합,(주)동원에프앤비,(주)제일기획,제일기획
업비트 투자자 보호 센터 : 올바른 디지털 자산 투자_산편_15,2021-08-23,15,그룹및기업광고,그룹광고,그룹PR,두나무 주식회사,(주)옴니콤미디어그룹코리아,(주) 더워터멜론TWC
마이크로닉스_디자인_15,2021-08-23,15,컴퓨터및정보통신,컴퓨터,컴퓨터기타,(주)한미마이크로닉스,(주)브랜드센세이션,(주)브랜드센세이션
"미얀마의 봄, 광주를 만나다",2021-08-23,20,관공서및단체,관공서및단체기타,관공서및단체기타,(재)전라남도문화관광재단,한국언론진흥재단,연리지미디어
하하찍몰_20,2021-08-23,20,그룹및기업광고,그룹광고,그룹PR,하하코리아 주식회사,직거래,씨엠스나인
"미얀마의 봄, 광주를 만나다",2021-08-23,20,관공서및단체,관공서및단체기타,관공서및단체기타,(재)전라남도문화관광재단,한국언론진흥재단,연리지미디어
포카리스웨트 : 렛츠 스웨트 비 해피편_15,2021-08-23,15,음료및기호식품,비알콜음료,스포츠음료,(주)동아오츠카,(주)비비디오코리아,헬로우 유니언 롤링스톤 프로덕션
업비트 투자자 보호 센터 : 올바른 디지털 자산 투자_바다편_15,2021-08-23,15,그룹및기업광고,그룹광고,그룹PR,두나무 주식회사,(주)옴니콤미디어그룹코리아,(주) 더워터멜론TWC
비에이치씨 치킨 하바네로 포테킹 후라이드 : 하바네로로 매콤!바삭!편,2021-08-23,15,서비스,음식및숙박,기타프랜차이즈점,(주)비에이치씨,(주)한컴,(주)한컴
마블 퓨처 레볼루션_15,2021-08-23,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
비에이치씨 치킨 하바네로 포테킹 후라이드 : 하바네로로 매콤!바삭!편,2021-08-23,15,서비스,음식및숙박,기타프랜차이즈점,(주)비에이치씨,(주)한컴,(주)한컴
몽제 매트리스_15,2021-08-23,15,가정용품,가정용인테리어,침구류및솜,(주)데일리앤코,직거래,슈퍼마켓크리에이티브
마이크로닉스_댄스_15,2021-08-23,15,컴퓨터및정보통신,컴퓨터,컴퓨터기타,(주)한미마이크로닉스,(주)브랜드센세이션,(주)브랜드센세이션
케이비 국민카드 케이비페이 챌린지카드  : 이 카드는 미쳤다편_15,2021-08-23,15,"금융,보험및증권",금융및보험,신용카드,(주) KB국민카드,(주)오리콤,빅인스퀘어 티키타카
루미니엘 와이 : 삶의 질을 바꾸다편,2021-08-23,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어
에스케이텔레콤 갤럭시 Z 폴드3 갤럭시 Z 플립3 : 지구에 없던 역대급혜택편_30,2021-08-23,30,컴퓨터및정보통신,통신망,이동통신,(주)에스케이텔레콤,(주)에스엠컬처앤콘텐츠 광고사업부문,한컴
엔에이치 투자증권 : 오마이걸_투자가문화로편_30,2021-08-23,30,"금융,보험및증권",금융및보험,금융및보험기타,(주)엔에이치투자증권,(주)뉴데이즈,(주)슈퍼마켓크리에이티브
하하찍몰_15,2021-08-23,15,그룹및기업광고,그룹광고,그룹PR,하하코리아 주식회사,직거래,씨엠스나인
엔에이치투자증권 : 하현우_투자가문화로편_15,2021-08-23,15,"금융,보험및증권",금융및보험,금융및보험기타,(주)엔에이치투자증권,(주)뉴데이즈,(주)슈퍼마켓크리에이티브
질레트 파워_B_15,2021-08-23,15,화장품및보건용품,화장도구,면도용구,한국피앤지판매 유한회사,(주)바이널아이,(주)명프로 프로덕션
쥬라기캅스3 쥬라기커맨더_15,2021-08-23,15,가정용품,완구류,완구류제품종합,(주)오로라월드,(주)파인애드컴,(주)영상네트워크
에스케이텔레콤 갤럭시 Z 폴드3 갤럭시 Z 플립3 : 지구에 없던 역대급혜택편,2021-08-23,15,컴퓨터및정보통신,통신기기,휴대폰,(주)에스케이텔레콤,(주)에스엠컬처앤콘텐츠 광고사업부문,한컴
몽제 매트리스_30,2021-08-23,30,가정용품,가정용인테리어,침구류및솜,(주)데일리앤코,직거래,슈퍼마켓크리에이티브
정관장 : 추석편_30,2021-08-23,30,식품,건강식품,건강보조식품,(주)한국인삼공사,(주)제일기획,소년
오로라월드_쥬라기캅스3 쥬라기커맨더_20,2021-08-23,20,가정용품,완구류,완구류제품종합,오로라월드(주),(주)파인애드컴,(주)영상네트워크
2021년 30회 부산창업박람회_20,2021-08-23,20,서비스,문화및공연,"전시, 박람회 및 학술회의",선인커뮤니티주식회사,주식회사애드넷21,애드넷21
루미니엘_김성경 패치편_15,2021-08-23,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어
클로버장난감백화점_20,2021-08-23,20,유통,"소형,소매유통","소형,소매유통기타",클로버장난감백화점,(주)나라미디어,나라미디어
크리스피바바_프리미엄 울 라이프 스타일편_30,2021-08-23,30,가정용품,가정용인테리어,가정용인테리어기타,크리스피바바,미입력,매트프로덕션
루미니엘 : 김성경 패치편_15,2021-08-23,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어
업비트 투자자 보호 센터 : 올바른 디지털 자산 투자 바람편_15,2021-08-23,15,그룹및기업광고,그룹광고,그룹PR,두나무 주식회사,(주)옴니콤미디어그룹코리아,(주) 더워터멜론TWC
"삼성 라이프스타일 TV : 카카오프렌즈와 함께, 보다 더편",2021-08-23,60,가정용전기전자,영상기기,TV,(주)삼성전자,(주)제일기획,(주)제일기획
넷마블_마블퓨처레볼루션 팍스엔진편_15,2021-08-23,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
