광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
괴산군청_2021 괴산 고추축제_20,2021-08-23,20,가정용전기전자,가사용전기전자,가사용전기전자기타,괴산군청,미입력,미입력
엔에이치투자증권_투자가문화로 오마이걸편_15,2021-08-23,15,"금융,보험및증권",금융및보험,금융및보험기타,엔에이치투자증권(주),(주)뉴데이즈,슈퍼마켓크리에이티브
하율디앤씨_힐스테이트 더 운정 분양 홍보_30,2021-08-23,30,"건설,건재및부동산",건설,건설,하율디앤씨 주식회사,(주)클리프커뮤니케이션,더쇼
마플샵_펜트하우스_15,2021-08-20,15,서비스,서비스기타,서비스기타,마플코퍼레이션,(주)에스비에스엠앤씨,본그레이
현대해상 기업피알_랜선마음편_30,2021-08-20,30,"금융,보험및증권",금융및보험,손해보험,현대해상화재보험(주),(주)이노션,플랜잇
세사리빙_체인지 유어 모닝 제이드편_15,2021-08-20,15,가정용품,가정용품기타,가정용품기타,(주)웰크론,(주)브랜드센세이션,버닝맨필름
넷마블_마블퓨처레볼루션 오메가워편_15,2021-08-20,30,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
2021 대구스포츠레저산업주간_20,2021-08-20,20,서비스,문화및공연,"전시, 박람회 및 학술회의",(주)더페어스,(주)서울디지컴애드,서울디지컴
경상북도청_제102회 전국체전_20,2021-08-20,20,가정용전기전자,가사용전기전자,가사용전기전자기타,경상북도청,미입력,미입력
참존 톤업핏 블랙라벨_티저영상B_15,2021-08-20,15,패션,패션기타,패션기타,(주)참존,(주)대홍기획,로보트필름
넷플릭스_오징어게임 티저_30,2021-08-20,30,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
인포웍스_에이아이에이 백세시대꼭하나건강보험 커피머신_120,2021-08-20,120,가정용전기전자,가사용전기전자,가사용전기전자기타,미입력,미입력,미입력
넷플릭스_오징어게임 티저_15,2021-08-20,15,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
월트디즈니컴퍼니코리아_샹치와 텐 링즈의 전설_15,2021-08-20,15,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷
진주시청_진주드림_30,2021-08-20,30,관공서및단체,중앙및지방관공서,지방자치단체,진주시청,미입력,미입력
청주시청_청주공예비엔날레_30,2021-08-20,30,관공서및단체,관공서및단체기타,관공서및단체기업PR,청주시청,미입력,미입력
센시아_정맥 벽을 탄력있게편_15,2021-08-20,15,제약및의료,순환기관용제,동맥경화방지제,동국제약(주),동국헬스케어홀딩스(주),스프링커뮤니케이션스
인코미디어넷_라이나 생명 질문 하나로 암보험_120,2021-08-20,120,가정용전기전자,가사용전기전자,가사용전기전자기타,미입력,미입력,미입력
넷플릭스_오징어게임 티저_30,2021-08-20,30,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
바프 먼투썬_매일 다르게 먹는 거야편_15,2021-08-20,15,식품,건강식품,건강식품기타,(주)길림양행,(주)제일기획,매터스인류크
하하코리아_찍몰_15,2021-08-20,15,가정용품,생활잡화및기기,생활잡화및기기제품종합,하하코리아 주식회사,직거래,씨엠스나인
맥도날드_디테일의 차이가 버거의 차이편_15,2021-08-20,15,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),레오버넷
참존 톤업핏 블랙라벨_티저영상A_15,2021-08-20,15,패션,패션기타,패션기타,(주)참존,(주)대홍기획,대홍기획
경상남도청_잠시 멈춤_30,2021-08-20,30,가정용전기전자,가사용전기전자,가사용전기전자기타,경상남도청,미입력,미입력
월트디즈니컴퍼니코리아_샹치와 텐 링즈의 전설_15,2021-08-20,15,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷
에스케이텔레콤_갤럭시 지 시리즈_30,2021-08-20,30,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,한컴
삼성전자 갤럭시 지 플립 폴드_프리오더 투고_45,2021-08-20,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
에어데이즈 마스크_마스크의 본질을 묻다편_15,2021-08-20,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,대우산업개발주식회사,(주)에이치에스애드,apc
클로버장난감백화점_20,2021-08-20,20,유통,"소형,소매유통","소형,소매유통기타",클로버장난감백화점,(주)나라미디어,나라미디어
에어데이즈 마스크_마스크의 본질을 묻다편_30,2021-08-20,30,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,대우산업개발주식회사,(주)에이치에스애드,apc
삼성전자 갤럭시 지 플립 폴드_글로벌프리오더_30,2021-08-20,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝
현대해상 기업피알_랜선마음편_30,2021-08-20,30,"금융,보험및증권",금융및보험,손해보험,현대해상화재보험(주),(주)이노션,플랜잇
농협 한삼인_한삼인을 먹는 다는 건편_15,2021-08-20,15,식품,건강식품,건강식품제품종합,(주)농협홍삼 서울지점,중앙유엠에스,슈퍼마켓크리에이티브
더존_아마란스10 미래편_30,2021-08-20,30,컴퓨터및정보통신,컴퓨터S/W,컴퓨터S/W기타,(주)더존비즈온,(주)애드씨케이,루트66
넷마블_마블퓨처레볼루션 오메가워편_30,2021-08-20,30,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
넷플릭스_오징어게임 티저_15,2021-08-20,15,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획
하하코리아_찍몰_15,2021-08-20,15,가정용품,생활잡화및기기,생활잡화및기기기타,하하코리아 주식회사,직거래,씨엠스나인
인코미디어넷_라이나생명 질문하나로암보험_60,2021-08-20,60,가정용전기전자,가사용전기전자,가사용전기전자기타,미입력,미입력,미입력
"차즈기 포커스_젊은눈, 아이캔두잇_15",2021-08-20,15,식품,건강식품,건강보조식품,대상라이프사이언스(주),(주)상암커뮤니케이션즈,씽크홀커뮤니케이션즈
동서대학교_수시모집_20,2021-08-20,20,교육및복지후생,교육기관,대학대학원,동서대학교,(주)미디아베이직,미디아베이직
에스케이텔레콤_갤럭시 지 폴드3 갤럭시 지 플립3 : 지구에 없던 역대급혜택편_15,2021-08-19,15,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,한컴
맥스웰하우스 마스터_커피 또 한번 제대로편_15,2021-08-19,15,음료및기호식품,기호식품,커피및커피믹스,동서식품(주),(주)제일기획,오스카
넷마블_마블퓨처레볼루션 오메가워편_30,2021-08-19,30,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
넷마블_마블퓨처레볼루션 팍스엔진편_30,2021-08-19,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
더존_아마란스10 미래편_30,2021-08-19,30,컴퓨터및정보통신,컴퓨터S/W,컴퓨터S/W기타,(주)더존비즈온,(주)애드씨케이,루트66
현대해상 기업PR_랜선마음,2021-08-19,30,"금융,보험및증권",금융및보험,손해보험,현대해상화재보험(주),(주)이노션,플랜잇
LG 휘센 시스템에어컨_속부터 깨끗한 바람,2021-08-19,30,가정용전기전자,냉방및공기청정기,냉방및공기청정기제품종합,엘지전자(주),(주)에이치에스애드,"앨리스퀘어, 러브앤드머니"
넷마블_MFR 공개모집편(그랜드오픈),2021-08-19,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
NEW 미스 디올_디올의 새로운 향수,2021-08-19,15,화장품및보건용품,방향화장품,성인용향수,엘브이엠에치코스메틱스(유),그룹엠코리아 주식회사,(주)피치커뮤니케이션
나이테플라워,2021-08-19,20,서비스,서비스기타,서비스기타,나이테꽃집,주식회사 비원기획,주식회사 비원기획
한섬_오에라 멀티 베네핏 멀티 베네핏 캘리브레이터 : 런칭,2021-08-19,30,화장품및보건용품,여성기초화장품,여성기초화장품제품종합,(주)한섬,(주)애드리치,(주)에이엘
필라델피아 크림치즈_맛이 살아나는 진한 공식,2021-08-19,15,식품,유제품,치즈,동서식품(주),(주)제일기획,"APC, 가넷픽쳐스"
셀러비_다운받는 순간 셀럽이 된다,2021-08-19,30,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨
구전녹용 : 복세편살_한가위선물편,2021-08-19,15,식품,건강식품,건강식품기타,주식회사 편강한방연구소,(주)미쓰윤,미쓰윤
홍성남당항 대하축제,2021-08-19,20,서비스,문화및공연,지역 및 문화축제,홍성남당항축제추진위원회,주식회사 비원기획,주식회사 비원기획
넷마블_MFR 공개모집(사전등록),2021-08-19,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
현대해상 기업PR_랜선마음편,2021-08-19,30,"금융,보험및증권",금융및보험,손해보험,현대해상화재보험(주),(주)이노션,플랜잇
제주특별자치도청_청굴물,2021-08-19,20,가정용전기전자,가사용전기전자,가사용전기전자기타,제주특별자치도,(주)연합뉴스티브이,미입력
넷마블_MFR 오메가워,2021-08-19,30,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
필라델피아 크림치즈_맛이 살아나는 진한 공식,2021-08-19,30,식품,유제품,치즈,동서식품(주),(주)제일기획,"APC, 가넷픽쳐스"
네이버 앱_현장결제,2021-08-19,15,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,네이버 주식회사,(주)대홍기획,대홍기획
한양_수자인 분양광고,2021-08-19,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",주식회사 한양,(주)디디비코리아,스페셜케미스트리
마블 퓨처 레볼루션_팍스엔진편,2021-08-19,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
쏘나타 N라인_지아이조편,2021-08-19,30,수송기기,승용자동차,중형승용차,현대자동차(주),(주)이노션,메이트 커뮤니케이션즈
제주특별자치도청_밭담길,2021-08-19,20,가정용전기전자,가사용전기전자,가사용전기전자기타,제주특별자치도,(주)연합뉴스티브이,미입력
일동후디스_그릭요거트 류수영편_15,2021-08-19,15,음료및기호식품,비알콜음료,호상요구르트,일동후디스(주),(주)유니기획,(주)유니기획
뮤직카우_음악저작권투자편_15,2021-08-19,15,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",주식회사 뮤직카우,맥켄에릭슨(주),(주)아스트로보이픽쳐스
농협홍삼 한삼인_한삼인을 먹는 다는 건편_15,2021-08-19,15,식품,건강식품,건강식품제품종합,(주)농협홍삼 서울지점,중앙유엠에스,슈퍼마켓크리에이티브
에스케이텔레콤_갤럭시 지 폴드3 지구에 없던 역대급혜택편_15,2021-08-19,15,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,한컴
마블 퓨처 레볼루션_팍스엔진편,2021-08-19,15,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
셀러비_다운받는 순간 셀럽이 된다,2021-08-19,15,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨
정읍시청,2021-08-19,30,가정용전기전자,가사용전기전자,가사용전기전자기타,정읍시청,(주)연합뉴스티브이,미입력
뉴트원라이프 비비랩_고현정+윤아,2021-08-19,30,식품,건강식품,건강보조식품,주식회사 뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇
광양 한라비발디 센트럴마크,2021-08-19,30,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",한라비발디 광양 황금택지지구 26-1블럭 지역주택조합,(주)카페인커뮤니케이션,카페인 커뮤니케이션
동문건설_동문현답A,2021-08-19,15,"건설,건재및부동산",건설,건설,동문건설(주),(주)이노션,빅인스퀘어
한섬_오에라 멀티 베네핏 멀티 베네핏 캘리브레이터 : 런칭,2021-08-19,15,화장품및보건용품,여성기초화장품,여성기초화장품제품종합,(주)한섬,(주)애드리치,(주)에이엘
NEW 미스 디올 : 디올의 새로운 향수,2021-08-19,30,화장품및보건용품,방향화장품,성인용향수,엘브이엠에치코스메틱스(유),그룹엠코리아 주식회사,(주)피치커뮤니케이션
식자재왕_식자재는 식자재,2021-08-19,15,가정용전기전자,가사용전기전자,가사용전기전자기타,푸디스트,(주)연합뉴스티브이,미입력
CJ쏘팔메토_전립소파워,2021-08-19,60,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)연합뉴스티브이,(주)연합뉴스티브이,미입력
킨더초콜릿 : 작은 표현 속의 큰사랑편_15,2021-08-18,15,식품,제과,초코릿,페레로 아시아 리미티드 한국지점,레오버넷(주),그레이월드와이드
